politician_name,revision_id,quality_prediction,pageid
Jean Ersfeld,1212177429.0,Start,5158552.0
Johannes Olav Fallize,1217163934.0,C,41622249.0
Jup Weber,1248675764.0,Stub,13081995.0
Lex Delles,1242402305.0,GA,64831501.0
Ljupčo Andonovski,1249711549.0,Stub,46827251.0
Maggy Nagel,1158512735.0,Stub,48848400.0
Marc Hansen (politician),1185355523.0,Stub,64855424.0
Martine Deprez,1242651510.0,C,76796865.0
Martine Hansen,1249941459.0,GA,76757379.0
Meris Šehović,1183087341.0,Start,66942568.0
Minčo Jordanov,1244123853.0,Stub,53076333.0
Nikola Spasovski,1249711457.0,Stub,46738019.0
Panko Brashnarov,1240046381.0,C,11535011.0
Paul Elvinger,1228734072.0,Stub,41087908.0
Perko Kolevski,1173912835.0,Stub,69547037.0
Pierre Krier,1216624071.0,Stub,41089368.0
Risto Gjorgjiev,1173912802.0,Stub,46741549.0
Roy Reding,1246066908.0,C,43325806.0
Sašo Mijalkov,1243518031.0,Start,43455931.0
Serge Wilmes,1230914260.0,Start,71797184.0
Slobodan Bogoevski,1249711261.0,Stub,46737796.0
Slobodan Čašule,1243517976.0,Stub,42781979.0
Stanko Mladenovski,1173912535.0,Stub,53001803.0
Stevčo Jakimovski,1223081209.0,Stub,48900755.0
Sven Clement,1224625713.0,Start,28319323.0
Vangel Ajanovski-Oče,1195408159.0,Stub,16226939.0
Vančo Šontevski,1173912923.0,Stub,46741339.0
Vasil Ivanovski,1213630795.0,C,67189207.0
Xhezair Shaqiri,1249592857.0,Start,70644646.0
Émile Schaus,1223398703.0,Start,41087873.0
Albert Muwalo,1229063155.0,C,40230193.0
Albert Rakoto Ratsimamanga,1245491505.0,GA,72276375.0
Albert Sylla,1242564754.0,C,24757065.0
Andriamihaja,1221933011.0,Start,66706277.0
André Resampa,1191255852.0,Start,34540419.0
Attati Mpakati,1244085456.0,Stub,2295777.0
Augustin Andriamananoro,1245248841.0,Start,46910022.0
Azaly Ben Marofo,1240888321.0,Stub,13456795.0
Benja Razafimahaleo,1072140578.0,Start,24290121.0
Boniface Kalindo,1206836023.0,Stub,75447061.0
Bruno Rajaonson,1173719996.0,Stub,21439455.0
Calvin Tsiebo,1191261046.0,Stub,72126673.0
Chakakala Chaziya,1248616152.0,C,76539446.0
Christian Rémi Richard,1190559088.0,Stub,10623517.0
Cornelius Mwalwanda,1165970443.0,Start,33119810.0
Césaire Rabenoro,1190559033.0,Stub,46185621.0
Dobri Veličkovski,1249711336.0,Stub,46737856.0
Gilbert Annette,1229216653.0,Stub,32064766.0
Herilanto Raveloharison,1238495492.0,Start,45209223.0
Honoré N. Razafindramiandra,1192734361.0,C,32850136.0
Hope Chisanu,1240529226.0,Start,77151410.0
Hyppolite Ramaroson,1242618337.0,C,54202295.0
Jacques Rabemananjara,1250349602.0,C,20344990.0
Jean Louis Robinson,1182009941.0,Stub,41410869.0
Jean Ralaimongo,1244109507.0,C,18745654.0
Jonah Ranaivo,1186387487.0,Stub,31938425.0
Kingsely Namakhwa,1064384238.0,Stub,33119600.0
Lalao Ravalomanana,1241320384.0,Start,21970847.0
Laurent Botokeky,1249969257.0,Stub,31938513.0
Mahasumpo Raveloson,1185914772.0,Stub,31938374.0
Mamy Ranaivoniarivo,1241434004.0,Stub,21905397.0
Marcel Ranjeva,1190559062.0,Stub,876922.0
Michel Randria,1177650685.0,Start,56305804.0
Mile Zečević,1249711505.0,Stub,46713245.0
Monja Jaona,1214613613.0,C,13865254.0
Nadine Ramaroson,1209645610.0,Start,56557688.0
Norbert Zafimahova,1245504666.0,Stub,31938547.0
Patrick Rajoelina,1207299094.0,Stub,69333074.0
Pierre Ramampy,1177650675.0,Stub,31938582.0
Ralijaona Laingo,1177650498.0,Stub,31938631.0
Ramaniraka,1234289442.0,Stub,27879869.0
Ratsitatanina,1227027420.0,C,68103373.0
Richard Chimwendo Banda,1250002793.0,Stub,75337314.0
Rindra Rabarinirinarison,1241911288.0,Stub,77200299.0
Roseline Emma Rasolovoahangy,1244364217.0,Start,38739697.0
Samuel Kawale,1201222030.0,Stub,75336995.0
Simplex Chithyola Banda,1228356805.0,Stub,75336919.0
Steve Mikaya,1181752332.0,Stub,74705830.0
Titus Mvalo,1228929938.0,Stub,75337388.0
Zoran Veruševski,1243517990.0,Stub,46721979.0
Abdul Aziz bin Husain,1248516426.0,C,42256650.0
Abdullah CD,1244848097.0,Start,19814966.0
Abu Samah Mohd Kassim,1247356705.0,Stub,48355104.0
Ahmad Kamil Jaafar,1243383117.0,Start,67545414.0
Ahmad Zaidi Adruce,1240901693.0,C,27232333.0
Ajis Sitin,1242147160.0,Stub,69150297.0
Akmar Hisham,1241217403.0,C,38426416.0
Arifin Asgali,1246013371.0,Start,65611826.0
Assaffal P. Alian,1217649866.0,Start,65483689.0
Ationg Tituh,1249350341.0,C,72897155.0
Azam Kamaralzaman,1250251847.0,Stub,78081766.0
Azlan Mohd Lazim,968561996.0,Start,38779015.0
Azli Yusof,1247236590.0,C,72780743.0
Azmi Alang,1232728388.0,Stub,77059388.0
Bukhori Ghazali,1244373350.0,Stub,77071235.0
Chen Tien,1242594720.0,Start,39375581.0
Chin Peng,1249683366.0,B,1244895.0
Chong Ted Tsiung,1219857937.0,Stub,19085956.0
Danyal Balagopal Abdullah,1210596392.0,Start,76193858.0
Devaki Krishnan,1205996149.0,C,11895948.0
Ellron Alfred Angin,1247695585.0,Start,65465151.0
Eu Chooi Yip,1222002149.0,C,23307254.0
Fong Chong Pik,1181679522.0,Stub,2194484.0
Heah Joo Seang,1248625537.0,C,40249948.0
Hii King Chiong,1246848736.0,Start,38708279.0
Hishamuddin Rais,1184798433.0,Start,43042091.0
Ishak Haji Muhammad,1250335304.0,C,5445205.0
James John Skinner,1247967982.0,C,20160920.0
Jennifer Lasimbang,1248703003.0,Start,65602211.0
Joachim Gunsalam,1249455076.0,Start,65449085.0
John Tembo,1227763229.0,C,2011408.0
John Victor Morais,1095635753.0,Stub,55537609.0
K. Pathmanaban,1158304288.0,Start,7126322.0
Kamarulzaman Teh,1136811500.0,Start,47709082.0
Khairin Nisa,1221940896.0,Start,70405546.0
Kontik Kamariah Ahmad,1135839519.0,Start,8463228.0
Lau Pak Khuan,1128509902.0,Start,19551626.0
Lau Yew,1208100175.0,Stub,15852814.0
Lily Eberwein,1250318582.0,C,48773829.0
Liou Chen Kuang,1217527148.0,Start,10415680.0
Mamad Puteh,1240270368.0,Start,58006661.0
Mary Shawa,1212663981.0,C,35483536.0
Michael Usi,1248341582.0,C,29041307.0
Mohamad Fazli Mohamad Salleh,1218180353.0,Start,70405807.0
Mohd Sobri Saleh,1228248124.0,Start,77064630.0
Muhammad Fauzi Yusoff,1243441383.0,Start,77064072.0
N.K. Menon,1243495927.0,Start,49862917.0
Nor Hafizah Othman,1227719407.0,Stub,77070101.0
Philip Lee Tau Sang,1206566211.0,Stub,43889280.0
R. G. Balan,1181678224.0,Start,47726562.0
Abang Muhammad Salahuddin,1249027291.0,C,2545676.0
Abdul Majeed Mahir,1249604493.0,Start,38954903.0
Abdul Raheem Abdulla,1248364678.0,C,75394627.0
Abdulla Jihad,1244494984.0,Start,50900978.0
Abdulla Maseeh Mohamed,1250562656.0,Start,50968331.0
Abdulla Shahid,1244783683.0,C,37151585.0
Adam Azim (politician),1250658582.0,Stub,75458132.0
Adam Naseer Ibrahim,1226315175.0,Stub,76151406.0
Ahmed Adeeb,1249868446.0,C,47141193.0
Ahmed Faris Maumoon,1249772760.0,C,69889432.0
Ahmed Mahloof,1247508110.0,C,38957690.0
Ahmed Nareesh,1229648052.0,Stub,75300449.0
Aishath Shiham,1239447378.0,Stub,75386087.0
Eli Wong,1158395655.0,Stub,21577288.0
Eva Abdulla,1246172924.0,Start,73617530.0
Faisal Naseem,1240444041.0,Start,58576861.0
Family of Mohamed Muizzu,1247284084.0,Start,76102387.0
Hassan Latheef,1245816323.0,Stub,75458538.0
Ibrahim Yaacob,1237215339.0,Start,5662717.0
Ilham Ahmed,1106063792.0,Stub,38957538.0
Ismail Yaacob,1242682560.0,Stub,22908416.0
Jameel Usman,1229519780.0,C,76144576.0
Lai Teck,1249684074.0,C,2353239.0
Mohamed Ashmalee,1235587846.0,Stub,52618775.0
Mohamed Asim,1242820563.0,Start,56099374.0
Mohamed Muizzu,1249376012.0,GA,72808021.0
Mohammed Waheed Deen,1241974843.0,Start,35086725.0
Nathaniel Tan,1117048590.0,C,12237229.0
Nazra Naseem,1231286080.0,Start,65218211.0
R.S. Thanenthiran,1243496357.0,Start,48927677.0
Rashid Maidin,1181678243.0,C,6879002.0
Rasinin Kautis,1243633848.0,Start,65603048.0
Reeko Moosa Manik,1227781579.0,Start,28965284.0
Roslan Saidin,1236575083.0,Start,77107888.0
Ruslan Muharam,1246980841.0,Start,72346433.0
Samsudin Osman,1228848919.0,C,5590630.0
Sarifuddin Hata,1219055795.0,Start,65485894.0
Sedomon Gunsanad Kina,1237804107.0,C,36823593.0
Shamsiah Fakeh,1231284014.0,C,17634111.0
Sharif Mohamed,1244941090.0,Start,66692242.0
Shidhatha Shareef,1185086630.0,Stub,64426592.0
Shifa Mohamed,1238331180.0,Stub,75727868.0
Sukarti Wakiman,1215810575.0,Start,34232837.0
Sulaiman Bulon,1241620183.0,Stub,77652248.0
Tan Keng Liang,1189171478.0,Start,22390112.0
Uda Sulai,1249150239.0,Start,65596908.0
Wan Rosdy Wan Ismail,1249735006.0,C,57509255.0
Wilson Ugak Kumbong,1243969275.0,Start,68570763.0
Yumna Maumoon,1248445820.0,Stub,77143474.0
Zainal Abidin Ahmad (writer),1210890988.0,C,13736141.0
Aishath Nahula,1244989200.0,Start,58741493.0
Alvin Jacklick,1190558199.0,Stub,46871650.0
Alwata Ichata Sahi,1204711866.0,Stub,55729181.0
Amadou Doucoure,1185422077.0,Stub,31865666.0
Amadou Thiam,1244380205.0,Start,73731535.0
Amadou Toumani Touré,1247505172.0,GA,393550.0
Ataji Balos,1136352456.0,Stub,72852064.0
Atlan Anien,1142606347.0,Stub,52397071.0
Balla Koné,1220065013.0,Start,75439299.0
Boubacar Alpha Bah,1229918902.0,Stub,76740843.0
Cheick Bougadary Traoré,1233509228.0,Stub,39865116.0
Daniel Attard,1242368271.0,Stub,77139865.0
David Paul (politician),1213791591.0,Stub,76274984.0
Demba Traoré (politician),1053499445.0,Start,34086339.0
Dennis Momotaro,1213069064.0,Start,46871696.0
Dramane Dembélé,1106209182.0,Start,39081781.0
Foutanga Babani Sissoko,1231005252.0,Start,56646932.0
Garan Fabou Kouyate,1245878638.0,Start,3528990.0
Hamadoun Dicko,1186363595.0,Stub,31848077.0
Hiroshi V. Yamamura,1184975727.0,Stub,46889500.0
Horma Ould Babana,1196550452.0,C,54140288.0
Ismaël Wagué,1246469926.0,Stub,65002050.0
Jamille Bittar,1062893055.0,Stub,39868761.0
Kane Hamidou Baba,1231791635.0,Stub,69639209.0
Ly Taher Dravé,1226300358.0,Stub,69196026.0
Mahamane Haidara,1177650454.0,Stub,31866219.0
Mamadou Djigué,1230163595.0,Stub,39868970.0
Mamadou Konaté,1247055409.0,Stub,31874865.0
Mamadou M'Bodje,1177650569.0,Stub,31865543.0
Michael Konelios,1248537667.0,Stub,46889498.0
Modibo Keïta,1235076006.0,C,891766.0
Mohamed Ag Intalla,1223857980.0,Start,76590086.0
Moosa Zameer,1249583931.0,Start,64382123.0
Muad Mohamed Zaki,1225542574.0,Start,15857636.0
N'Diaye Ramatoulaye Diallo,1125486904.0,C,55725315.0
Ousmane Sy,1053500811.0,Start,1709204.0
Rien Morris,1248538511.0,Stub,46890388.0
Salimata Traoré,1219803147.0,Stub,69195957.0
Sangaré Niamoto Ba,1226329641.0,Stub,50334440.0
Siby Ginette Bellegarde,1053500952.0,Stub,55725479.0
Tadashi Lometo,1215918232.0,Start,75193494.0
Thomas Heine,1248898497.0,Stub,46871701.0
Tiéman Coulibaly,1224357702.0,Start,76709314.0
Tony deBrum,1234549166.0,C,46834902.0
Umar Zahir (politician),1240955887.0,C,69717664.0
Wilbur Heine,1248898473.0,Stub,46889499.0
Witten Philippo,1225039920.0,Start,75208513.0
Yeah Samake,1237748854.0,B,22376940.0
Zahiya Zareer,1244341294.0,C,65501961.0
Zeïni Moulaye,1245389557.0,Stub,66547108.0
Adrian Albu,1201441837.0,Stub,74516769.0
Adrien d'Épinay,1193460688.0,C,22762040.0
Alexandr Petkov,1232238202.0,Stub,75247520.0
Anil Bachoo,1226333114.0,Stub,28222665.0
Ansito Walter,1231680092.0,Start,31088650.0
Antoine Bestel,1231466715.0,GA,66158397.0
Antoine Toussaint de Chazal,1235560456.0,Start,59774285.0
Arcadie Capcelea,1232238412.0,Stub,74596338.0
Cassam Ajum Piperdy,1217999545.0,Start,76510452.0
Cehl Meeah,1185223022.0,Start,59478772.0
Charles Thomi Pitot,1166086181.0,Start,68257977.0
Chief Commissioner of Rodrigues,1240586443.0,Start,3818842.0
Eddy J. Changkye,1188052498.0,C,34098325.0
Erhart Aten,1218218803.0,Stub,30843360.0
Esmond Moses,1188817746.0,Stub,75506694.0
Galina Balmoș,1232398089.0,Stub,74435041.0
Gerson Jackson,1239995409.0,Start,33468434.0
Gideon Doone,1227035650.0,Stub,30843378.0
Ivan Collendavelloo,1224035151.0,Stub,71885406.0
Jack Fritz (politician),1188817966.0,Stub,59833026.0
Jagdish Koonjul,1250186715.0,C,44775487.0
Jean-Claude Pierre-Louis,1240586431.0,Stub,2808254.0
John Ehsa,1216588152.0,Start,30847148.0
John Mangefel,1242010533.0,Stub,57597597.0
Johnson Roussety,1240586450.0,Stub,7065190.0
Joseph-François Charpentier de Cossigny,1230494168.0,Start,32134613.0
Louis Joseph Coralie,1058307177.0,Start,20088871.0
Lyndon Jackson,1231681393.0,Start,30845268.0
Masao Nakayama,1231670592.0,Start,24026367.0
Messaoud Ould Boulkheir,1245226335.0,C,4919579.0
Mihail Barbulat,1232398121.0,Stub,74133684.0
Mohamed Lemine Ch'bih Ould Cheikh Melainine,1227352105.0,C,41342678.0
Moilin Jean Ah-Chuen,1225850513.0,GA,56815624.0
Oleg Balan,1240225655.0,Start,55406683.0
Patrick Assirvaden,1150521615.0,Stub,64236600.0
Pierre Leung Shing,1172388810.0,Stub,74678851.0
Prega Ramsamy,1159629985.0,Start,40290625.0
Pritam Singh Mattan,1249627759.0,Stub,32634612.0
Rishon Bhadain,1242187993.0,Start,66962283.0
Robert Weilbacher,1185904613.0,Start,30845524.0
Sangeet Fowdar,1184652318.0,C,44408830.0
Selama Mint Cheikhne Ould Lemrabott,1192502795.0,Stub,69181864.0
Showkutally Soodhun,1230259825.0,Stub,71891965.0
Strik Yoma,1239995431.0,Stub,30847499.0
Subhasnee,1154754342.0,Stub,62314426.0
Tony Ganngiyan,1153029460.0,Stub,56718796.0
Valentin Beniuc,1232398481.0,Stub,74589699.0
Vatimetou Mint Khatry,1225809738.0,Stub,68910904.0
Vlad Bilețchi,1200644828.0,C,67618573.0
Wesley Simina,1247242628.0,Start,30843207.0
"Aleksandr Nikitin (politician, born 1987)",1246754862.0,Start,77502332.0
Alexandr Nesterovschi,1232773245.0,Stub,74872876.0
Alexandru Esaulenco,1166993985.0,Stub,74305737.0
Anatol Grimalschi,1171481822.0,Stub,74589735.0
Andrei Cucu,1240176226.0,Stub,74575856.0
Andrei Ivanțoc,1194205679.0,Start,2073748.0
Artur Cozma,1203784912.0,Stub,74133718.0
Constantin Mihăilescu,1189661987.0,Stub,74445566.0
Constantin Mimi,1154939115.0,Start,27413577.0
Cristina Gherasimov,1232591535.0,Stub,75901849.0
Dumitru Nidelcu,1232773295.0,Stub,74597288.0
Dumitru Pulbere,1170743473.0,Stub,73254450.0
Eduard Grama,1203781908.0,Stub,74527241.0
Eduard Smirnov,1232778549.0,Stub,73537322.0
Eugen Gladun,1226755339.0,Stub,74127437.0
Eugeniu Nichiforciuc,1232591966.0,Stub,74564382.0
Eugeniu Șlopac,1205562439.0,Stub,74577161.0
Gheorghe Ichim,1232592316.0,Stub,74582891.0
Gheorghe Lungu (politician),1232592378.0,Stub,74596178.0
Gheorghe Malarciuc,1200667979.0,Start,28348486.0
Grigore Novac,1221538963.0,Stub,73537255.0
Iacob Popovici,1170486794.0,Stub,74590591.0
Ion Ceban,1250593639.0,C,61784436.0
Ion Constantin Ciobanu,1236291646.0,Start,28348019.0
Ion Păduraru,1232773604.0,Stub,74128133.0
Iuliana Gorea-Costin,1246688078.0,Start,34655150.0
Larisa Catrinici,1232400756.0,Stub,72826448.0
Larisa Șavga,1232778139.0,Stub,74589656.0
Maria Postoico,1239626851.0,Start,62479078.0
Mihai Severovan,1232778342.0,Stub,74265279.0
Mihail Cibotaru,1232590199.0,Stub,74434953.0
Mihail Druță,1232591884.0,Stub,73537482.0
Mihail Manoli,1232772683.0,Stub,74138765.0
Nichita Smochină,1250144999.0,FA,33777350.0
Pavel Creangă,1230089280.0,Stub,74434910.0
Petru Comendant,1226754329.0,Stub,74336860.0
Radu Marian (politician),1232109911.0,Stub,74312159.0
Romulus Cioflec,1217161284.0,Start,28641633.0
Sergiu Palihovici,1232778308.0,Stub,74596261.0
Timofei Moșneaga,1243922515.0,C,54037227.0
Valeriu Bulgari,1203782667.0,Stub,74125866.0
Vasile Bîtca,1203790429.0,Start,55407034.0
Vasile Grădinaru,1242620401.0,Stub,74582967.0
Vasile Iovv,1232593134.0,Stub,74267637.0
Vasile Parasca,1232773668.0,Stub,74434843.0
Veaceslav Dobîndă,1166993886.0,Stub,74305993.0
Vitalie Gorincioi,1232592554.0,Stub,74535792.0
Vladimir Cebotari,1242626807.0,C,61281486.0
Vladimir Darie,1164754853.0,Start,26906477.0
Vladimir Gurițenco,1167148536.0,Stub,74445521.0
Andrei Spînu,1223026665.0,Stub,68519250.0
Batrić Jovanović,1152984878.0,Stub,31214498.0
Bayantömöriin Khaisan,1239033698.0,C,31689286.0
Boris Volosatîi,1217912056.0,C,75436323.0
Božidar Bojović,1245226687.0,Start,66172718.0
Branko Lukovac,1190555971.0,Stub,74168794.0
Camille Blanc,1247535187.0,Start,15053744.0
Catherine Fautrier,1219297450.0,Stub,68432219.0
Chilkhaajavyn Avday,1051560376.0,Stub,61551089.0
Dendeviin Terbishdagva,1243521548.0,Stub,71618932.0
Diluwa Khutugtu Jamsrangjab,1246273574.0,Start,33277406.0
Dmitri Todoroglo,1242167834.0,Stub,74332653.0
Dobrilo Dedeić,696310078.0,Stub,48870894.0
Dritan Abazović,1249023085.0,GA,49361138.0
Fatmir Gjeka,1245226714.0,Start,70020204.0
Gilles Tonelli,1183193100.0,B,53958282.0
Iko Mirković,1245226569.0,Start,36634239.0
Jean-Charles Allavena,1222705482.0,Start,47105581.0
Jean Castellini,1249358704.0,Stub,70620461.0
Jevrem Brković,1224150168.0,C,7692350.0
Jovan Kavarić,1245226560.0,Stub,36626185.0
Laurent Anselmi,1228785159.0,Start,66533667.0
Leonid Talmaci,1232777359.0,Stub,34353303.0
Luvsannamsrain Oyun-Erdene,1249970172.0,GA,50152381.0
Luvsannyamyn Gantömör,1247359859.0,Stub,77277597.0
Mijiddorjiin Khanddorj,1221669826.0,C,38679053.0
Milutin Jelić,1220446053.0,C,62134932.0
Miodrag Davidović,1211829162.0,,65190234.0
Paul Demange (politician),1229443213.0,Stub,29355227.0
Paul Masseron,1222114102.0,Start,39468066.0
Predrag Bulatović,1158653391.0,Start,5240814.0
Robert Calcagno,1135814202.0,C,44006559.0
Savić Marković Štedimlija,1245661005.0,C,10695183.0
Sekula Drljević,1245746700.0,GA,1262717.0
Sergiu Stati,1232778665.0,Stub,74257880.0
Stevan Lukačević,1245226568.0,Stub,36633999.0
Stjepan Mitrov Ljubiša,1240189643.0,C,7307261.0
Tarzan Milošević,1234111779.0,Stub,50107018.0
Thierry Poyet,960140393.0,Stub,47106093.0
Tsakhiagiin Elbegdorj,1247488873.0,B,924662.0
Tsendiin Mönkh-Orgil,1243514846.0,C,53102884.0
Valentina Țapiș,1232777509.0,Stub,74138815.0
Valeriu Troenco,1232777781.0,Stub,74128067.0
Victor Țopa,1247836480.0,Stub,74575764.0
Victor Țvircun,1232776378.0,Stub,74125759.0
Vitalie Vrabie,1232776874.0,Stub,74131149.0
Vladimir Dobričanin,1245226697.0,C,65250835.0
Vladimir Leposavić,1243518946.0,C,65767674.0
Vujica Lazović,1224035540.0,Start,66172266.0
Zdravko Krivokapić,1244571902.0,FA,64708352.0
Abdelghani Bousta,1243833677.0,B,30370167.0
Abdelhadi Boutaleb,1245185566.0,Stub,33415142.0
Abdellatif Jouahri,1246185063.0,Start,67282145.0
Abdelouahed Belkeziz,1244051993.0,Start,32056168.0
Abderrahim Bouabid,1246010673.0,Start,63589798.0
Abderrahmane Amalou,1249089950.0,Stub,69329929.0
Abdessamad Archane,1245185308.0,Stub,68780425.0
Abu Bakr Ibn Abi Zaid as-Slawi,1245183760.0,Stub,62331431.0
Ahmed Balafrej,1244050839.0,C,5153149.0
Ahmed Benjelloun,1245188391.0,Stub,64294980.0
Ahmed al-Hiba,1241880564.0,Start,9085181.0
Ahmed ibn Abi Mahalli,1224487470.0,GA,30748059.0
Aleksandar Stijović,1243518923.0,Start,66823782.0
Anas Doukkali,1245329508.0,Stub,66898148.0
Andrija Popović,1245227218.0,C,42365317.0
Ba Ahmed,1082884635.0,Start,37478987.0
Brahim Boutaleb,1243832092.0,Start,70246485.0
Budimir Šegrt,1122440109.0,Stub,66233447.0
Darko Pajović,1246942243.0,C,43432235.0
Dejan Vukšić,1177292473.0,Start,67272334.0
Driss Benzekri (activist),1244051602.0,Start,21783587.0
Evgenije Popović,1243083065.0,Start,15047867.0
Fadel Benyaich,1245186940.0,Start,41198937.0
Fuad Nimani,1242012404.0,Stub,39852202.0
Hakim Benchamach,1244051294.0,Stub,68733235.0
Jovan Pavlović (politician),1226935449.0,Stub,58085118.0
Khalihenna Ould Errachid,1215616785.0,GA,7291753.0
Lazar Tomanović,1243083023.0,Start,63418809.0
Lujo Vojnović,1246357379.0,C,25497497.0
M'hamed Boucetta,1243831971.0,Stub,64045994.0
Mahjoubi Aherdane,1244052254.0,Start,65863599.0
Mehdi Ben Barka,1250624406.0,C,30872057.0
Miloud Chaabi,1246871230.0,C,21879118.0
Miloš Radulović (politician),1207823889.0,Stub,52529420.0
Mohamed Ali El Admi,1055102528.0,Stub,41768056.0
Mohamed Benchaaboun,1245188693.0,C,69857418.0
Mohamed El Fassi,1190167672.0,Start,67627315.0
Mohamed Haddou Chiguer,1243832439.0,Stub,70153627.0
Mohammed al-Hajj ibn Mohammed al-Dila'i,1250398472.0,Start,38613627.0
Moncef Belkhayat,1244680788.0,Start,33261354.0
Moulay Ahmed Alaoui,1246012243.0,Start,66871372.0
Mustapha Bakkoury,1155781381.0,C,54440850.0
Nasser Bourita,1243832858.0,C,54102901.0
Nešo Šćepović,1245226578.0,Start,36625882.0
Novica Radović,1242578375.0,Start,11497354.0
Omar Benjelloun,1245187417.0,Start,30263112.0
Rochdi Chraibi,1245329843.0,Stub,41375292.0
Saaïd Amzazi,1249054415.0,Stub,64666043.0
Sergej Sekulović,1183676446.0,Stub,66013673.0
Vladimir Pavićević,1207040463.0,Start,57023872.0
Abdelaziz El Omari,1168135452.0,Start,62030598.0
Abdelhafid Kadiri,1243832532.0,Stub,75546666.0
Abdelkrim Motii,1245329075.0,Stub,3876710.0
Abdellah Kadiri,1246403569.0,Start,61878230.0
Abdellatif Ouahbi,1244051321.0,Start,68624641.0
Abdellatif Zeroual,1244051612.0,Stub,30259172.0
Abdelwahed Radi,1244843050.0,Stub,33865760.0
Afonso Dhlakama,1240532685.0,C,1982107.0
Antonio Augusto Eduardo Namburete,1232941744.0,Start,76910708.0
Azzeddine Laraki,1246571939.0,C,5153358.0
Basilio Muhate,1246373223.0,Stub,35764932.0
Ben Africa,1222863168.0,Start,70333445.0
Brahim Zniber,1250235910.0,C,51813351.0
Carlos Cardoso (journalist),1249355860.0,Start,4895017.0
Chafik Rachadi,1243833613.0,C,49417229.0
Dap Izaaks,1194709273.0,Stub,70335723.0
Duminga Ndala,1217984989.0,Start,75563577.0
Esme Sophia Isaack,1237419382.0,Start,77386585.0
Fathallah Sijilmassi,1245187124.0,Start,36060961.0
Gottlob Mbaukua,1214738217.0,Stub,32090913.0
Helder Francisco Malauene,1065685422.0,Stub,2242841.0
Hendrina Afrikaner,1154144271.0,Stub,33008473.0
Ilyas El Omari,1244051318.0,Stub,68735333.0
Jager Afrikaner,1229945721.0,Start,27830677.0
Janet Mondlane,1246373216.0,Start,31397203.0
John McNab,1209744541.0,Start,70334277.0
Khalid Naciri,1244051184.0,Stub,36697233.0
Khanatha bint Bakkar,1249128711.0,C,26281751.0
Klaas Afrikaner,1246430439.0,Stub,27932385.0
Marcelino dos Santos,1246373256.0,C,14668286.0
Mohamed Hassan Ouazzani,1245328779.0,Start,63724267.0
Mohammed Allal Sinaceur,1243832655.0,Start,37476423.0
Mohammed Kabbaj,1246358836.0,Stub,5351466.0
Mohammed Karim Lamrani,1243832238.0,C,5153314.0
Mohammed Sajid (politician),1245188824.0,Stub,68687729.0
Mohammed VI of Morocco,1250700016.0,B,226113.0
Mohammed Ziane,1245328571.0,C,54267738.0
Mohammed al-Makki al-Nasiri,1245184093.0,Stub,28482753.0
Mohand Laenser,1244052275.0,Stub,33865465.0
Muhammad al-Kattani,1246285307.0,GA,64339427.0
Murade Isaac Murargy,1041131952.0,Stub,52485833.0
Mário Albino,1042139227.0,Start,62003371.0
Nasser Zefzafi,1249091080.0,C,54255141.0
Nyeleti Brooke Mondlane,1226211423.0,Stub,69973398.0
Sidi Hamdi Ould Errachid,1244051074.0,Start,75220066.0
Sidi al-Ayachi,1245187768.0,Start,28621279.0
Stella da Graça Pinto Novo Zeca,1070241018.0,Stub,69973505.0
Tomaz Salomão,1246373248.0,Stub,4670577.0
Yassir Znagui,1244051523.0,Stub,35103277.0
Zoulikha Nasri,1245185105.0,Start,48842066.0
Abner Nuule,1188297660.0,Stub,74543827.0
Anna Shiweda,1234683725.0,Start,72928133.0
Bedraj Singh,1239549671.0,Stub,73580860.0
Bhim Bahadur Bhandari,1232672287.0,Stub,76923293.0
Bidhyanath Pokhrel,1249925702.0,Start,59974012.0
Bishal Khadka,1210988854.0,Stub,56928337.0
Chakra Prasad Bastola,1248275701.0,Start,70875642.0
Chet Narayan Acharya,1240717301.0,Stub,77409263.0
Chiri Babu Maharjan,1225880924.0,C,65791159.0
Cornelius van Wyk,1077993801.0,Stub,70335337.0
Devi Khadka,1243242828.0,Start,58782267.0
Dhir Shumsher Rana,1236923553.0,FA,61161619.0
Dhokal Singh Basnyat,1223085375.0,Stub,51875701.0
Eben van Zijl,1203276921.0,Start,21106432.0
Ek Raj Karki,1241622160.0,Stub,77640570.0
Erastus Tjejamba,1214738394.0,Stub,32090864.0
Gagan Singh Bhandari,1223075157.0,Start,38837901.0
Gajraj Mishra,1162142104.0,C,62358200.0
Ganesh Pandey,1229387790.0,Start,51974148.0
Ghanashyam Bhandari,1241303409.0,Stub,77551286.0
Gopal Kumar Basnet,1189925024.0,Stub,70985274.0
Gore Bahadur Khapangi,1220894158.0,Stub,40066151.0
Harka Gurung,1243223649.0,Start,38789791.0
Jhalak Bahadur Magar,1241302999.0,Stub,77107966.0
Khadga Bahadur Pokharel,1153778069.0,Stub,73580966.0
Koili Devi Chaudhary,1229219802.0,Stub,76922100.0
Krishna Chandra Nepali Pokharel,1239991520.0,C,67911093.0
Krishna Kumar B.C.,1152130342.0,Stub,73580910.0
Laxman Rajbanshi,1092220542.0,Stub,52778935.0
Leela Mani Paudyal,1237921754.0,C,43199317.0
Mahendra Bahadur Bista,1240109611.0,Stub,69882944.0
